Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
Eugene,76,87,85,Gay Aubert,1.0,8,0.0,1,1,1,Parent Involvement Toolkit,82.66666666666667,Low,Optimal,Low,0.76,0.8433734939759038,0.8333333333333334,Excellent
"Jane,74,89,84,Janel Carley,3.0,7,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",82.33333333333333,Medium,Optimal,Low,0.74,0.8674698795180723,0.8222222222222222,Excellent"
Marilyn,66,74,73,Damaris Nestle,3.0,6,0.0,1,1,0,Back to Top ,71.0,Medium,Insufficient,Low,0.66,0.6867469879518073,0.7,Average
"Abigail,66,78,78,Jeanine Hoerr,1.0,8,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",74.0,Low,Optimal,Low,0.66,0.7349397590361446,0.7555555555555555,Average"
Diana,67,78,79,Wiley Scotto,2.0,7,0.0,2,1,0,Learn More: Go to About the NHES,74.66666666666667,Low,Optimal,Low,0.67,0.7349397590361446,0.7666666666666666,Average
Charlotte,71,49,52,Dian Cobian,3.0,8,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,57.333333333333336,Medium,Optimal,Low,0.71,0.3855421686746988,0.4666666666666667,Average
"Natalie,91,86,84,Brendan Zilnicki,2.0,7,0.0,1,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",87.0,Low,Optimal,Low,0.91,0.8313253012048193,0.8222222222222222,Excellent"
Tiffany,69,58,57,Mana Seegmiller,4.0,6,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,61.333333333333336,Medium,Insufficient,Low,0.6900000000000001,0.4939759036144578,0.5222222222222221,Average
"Wayne,54,59,50,Flavia Nitta,2.0,7,0.0,2,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",54.333333333333336,Low,Optimal,Low,0.54,0.5060240963855422,0.4444444444444445,Average"
Russell,53,52,49,Humberto Ware,2.0,9,0.0,1,1,1,NCES Annual Reports,51.333333333333336,Low,Oversleep,Low,0.53,0.4216867469879518,0.4333333333333334,Average
Alan,68,60,59,Ned Permenter,3.0,7,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,62.333333333333336,Medium,Optimal,Low,0.68,0.5180722891566265,0.5444444444444444,Average
Crystal,56,61,60,Albertina Junkin,1.0,7,0.0,2,1,0,Longitudinal Studies,59.0,Low,Optimal,Low,0.56,0.5301204819277109,0.5555555555555556,Average
"Sophia,36,53,43,Rosia Duron,2.0,8,0.0,2,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",44.0,Low,Optimal,Low,0.36,0.4337349397590362,0.3666666666666667,Poor"
Irene,29,41,47,Kena Stallings,4.0,5,0.0,2,0,0,State Education Practices (School Choice),39.0,Medium,Insufficient,Low,0.29,0.2891566265060241,0.4111111111111111,Poor
"Juan,62,74,70,Lolita Pringle,2.0,7,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",68.66666666666667,Low,Optimal,Low,0.62,0.6867469879518073,0.6666666666666666,Average"
Ruby,68,67,73,Kristen Gilley,2.0,8,0.0,1,1,0,Parent Involvement Toolkit,69.33333333333333,Low,Optimal,Low,0.68,0.6024096385542169,0.7,Average
"Gabriel,47,54,53,Genaro Koga,1.0,9,0.0,1,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",51.333333333333336,Low,Oversleep,Low,0.47,0.4457831325301205,0.4777777777777778,Average"
Philip,62,61,58,Suzanna Putman,2.0,8,0.0,1,1,1,Back to Top ,60.333333333333336,Low,Optimal,Low,0.62,0.5301204819277109,0.5333333333333333,Average
"Annie,79,88,94,Candy Konieczny,2.0,7,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",87.0,Low,Optimal,Low,0.79,0.855421686746988,0.9333333333333332,Excellent"
Kayla,73,69,68,Ozella Conner,2.0,6,0.0,1,1,0,Learn More: Go to About the NHES,70.0,Low,Insufficient,Low,0.73,0.6265060240963856,0.6444444444444444,Average
Vincent,66,83,83,Leonel Hock,4.0,5,0.0,2,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,77.33333333333333,Medium,Insufficient,Low,0.66,0.7951807228915663,0.8111111111111111,Excellent
"Lori,51,60,58,Vannesa Millard,2.0,7,0.0,1,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",56.333333333333336,Low,Optimal,Low,0.51,0.5180722891566265,0.5333333333333333,Average"
Howard,51,66,62,Melonie Villacorta,2.0,1,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,59.66666666666666,Low,Insufficient,Low,0.51,0.5903614457831325,0.5777777777777777,Average
"Erin,97,92,86,Bridget Conyers,2.0,7,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",91.66666666666669,Low,Optimal,Low,0.97,0.9036144578313252,0.8444444444444444,Excellent"
Fred,75,69,68,Jacklyn Dyment,2.0,7,0.0,1,1,1,NCES Annual Reports,70.66666666666667,Low,Optimal,Low,0.75,0.6265060240963856,0.6444444444444444,Average
Logan,79,82,80,Felicita Maclachlan,2.0,8,0.0,2,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,80.33333333333333,Low,Optimal,Low,0.79,0.783132530120482,0.7777777777777778,Excellent
Isabella,81,77,79,Herbert Gamache,2.0,6,0.0,1,0,0,Longitudinal Studies,79.0,Low,Insufficient,Low,0.81,0.7228915662650603,0.7666666666666666,Excellent
"Tammy,82,95,89,Antonietta Llewellyn,2.0,7,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",88.66666666666667,Low,Optimal,Low,0.8200000000000001,0.9397590361445785,0.8777777777777778,Excellent"
Louise,64,63,66,Pennie Alling,2.0,7,0.0,1,0,0,State Education Practices (School Choice),64.33333333333333,Low,Optimal,Low,0.64,0.5542168674698795,0.6222222222222222,Average
"Florence,78,83,80,Laree Kay,1.0,8,0.0,2,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",80.33333333333333,Low,Optimal,Low,0.78,0.7951807228915663,0.7777777777777778,Excellent"
Randy,92,100,97,Antonio Navarette,1.0,7,0.0,1,1,1,Parent Involvement Toolkit,96.33333333333331,Low,Optimal,Low,0.92,1.0,0.9666666666666666,Excellent
"Bradley,72,67,64,Steve Mainor,2.0,8,0.0,1,1,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",67.66666666666667,Low,Optimal,Low,0.72,0.6024096385542169,0.6,Average"
Kathy,62,67,64,Gertrud Sather,2.0,7,0.0,2,0,0,Back to Top ,64.33333333333333,Low,Optimal,Low,0.62,0.6024096385542169,0.6,Average
"Lois,79,72,69,Nan Beverley,2.0,6,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",73.33333333333333,Low,Insufficient,Low,0.79,0.6626506024096386,0.6555555555555556,Average"
Anne,79,76,65,Walter Belford,1.0,7,0.0,2,0,0,Learn More: Go to About the NHES,73.33333333333333,Low,Optimal,Low,0.79,0.710843373493976,0.611111111111111,Average
Bonnie,87,90,88,Colby Hobart,4.0,8,0.0,2,1,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,88.33333333333333,Medium,Optimal,Low,0.87,0.8795180722891568,0.8666666666666667,Excellent
"Victor,40,48,50,Patrick Nocera,2.0,9,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",46.0,Low,Oversleep,Low,0.4,0.3734939759036145,0.4444444444444445,Poor"
Travis,53,45,40,Elke Licht,2.0,7,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,46.0,Low,Optimal,Low,0.53,0.3373493975903615,0.3333333333333333,Poor
"Phyllis,32,39,33,Faustina Dunson,3.0,8,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",34.666666666666664,Medium,Optimal,Low,0.32,0.2650602409638554,0.2555555555555556,Poor"
Shawn,55,72,79,Tara Clingman,2.0,9,0.0,1,1,1,NCES Annual Reports,68.66666666666667,Low,Oversleep,Low,0.55,0.6626506024096386,0.7666666666666666,Average
Phillip,61,67,66,Elva Hochmuth,2.0,6,0.0,2,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,64.66666666666667,Low,Insufficient,Low,0.61,0.6024096385542169,0.6222222222222222,Average
Martin,73,66,62,Maryln Ferris,1.0,7,0.0,1,0,1,Longitudinal Studies,67.0,Low,Optimal,Low,0.73,0.5903614457831325,0.5777777777777777,Average
"Johnny,74,75,79,Katrina Almon,3.0,8,0.0,1,1,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",76.0,Medium,Optimal,Low,0.74,0.6987951807228916,0.7666666666666666,Excellent"
Craig,63,74,74,Stephane Labelle,3.0,9,0.0,1,0,1,State Education Practices (School Choice),70.33333333333333,Medium,Oversleep,Low,0.63,0.6867469879518073,0.7111111111111111,Average
"Allison,96,90,92,Christene Gloria,4.0,9,0.0,1,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",92.66666666666669,Medium,Oversleep,Low,0.96,0.8795180722891568,0.9111111111111112,Excellent"
Bobby,63,80,80,Araceli Majewski,3.0,7,0.0,2,1,1,Parent Involvement Toolkit,74.33333333333333,Medium,Optimal,Low,0.63,0.7590361445783133,0.7777777777777778,Average
"Alyssa,48,51,46,Marilou Funderburg,4.0,8,0.0,2,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",48.333333333333336,Medium,Optimal,Low,0.48,0.4096385542168674,0.4000000000000001,Poor"
Ella,48,43,45,America Tocci,2.0,9,0.0,1,0,0,Back to Top ,45.333333333333336,Low,Oversleep,Low,0.48,0.3132530120481928,0.3888888888888889,Poor
"Josephine,92,100,100,Erich Ragin,4.0,7,0.0,2,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",97.33333333333331,Medium,Optimal,Low,0.92,1.0,1.0,Excellent"
Ernest,61,71,78,Neoma Pellegrino,2.0,8,0.0,2,1,1,Learn More: Go to About the NHES,70.0,Low,Optimal,Low,0.61,0.6506024096385543,0.7555555555555555,Average
Stanley,63,48,47,Sid Lamore,2.0,9,0.0,2,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,52.66666666666666,Low,Oversleep,Low,0.63,0.3734939759036145,0.4111111111111111,Average
"Cody,68,68,67,Stella Morman,4.0,5,0.0,2,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",67.66666666666667,Medium,Insufficient,Low,0.68,0.6144578313253013,0.6333333333333333,Average"
Clarence,71,75,70,Ha Durrah,3.0,7,0.0,1,1,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,72.0,Medium,Optimal,Low,0.71,0.6987951807228916,0.6666666666666666,Average
"Tina,91,96,92,Chantel Absher,4.0,8,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",93.0,Medium,Optimal,Low,0.91,0.9518072289156628,0.9111111111111112,Excellent"
Elijah,53,62,56,Torri Wert,3.0,9,0.0,1,0,1,NCES Annual Reports,57.0,Medium,Oversleep,Low,0.53,0.5421686746987953,0.5111111111111111,Average
Leonard,50,66,64,Michelina Holscher,2.0,7,0.0,2,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,60.0,Low,Optimal,Low,0.5,0.5903614457831325,0.6,Average
Carlos,74,81,71,Verlene Arviso,2.0,8,0.0,1,0,1,Longitudinal Studies,75.33333333333333,Low,Optimal,Low,0.74,0.7710843373493976,0.6777777777777778,Excellent
"Dawn,40,55,53,Lois Tew,2.0,5,0.0,2,1,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",49.333333333333336,Low,Insufficient,Low,0.4,0.4578313253012048,0.4777777777777778,Poor"
Robin,61,51,52,Miguelina Hoyte,3.0,6,0.0,1,1,0,State Education Practices (School Choice),54.66666666666666,Medium,Insufficient,Low,0.61,0.4096385542168674,0.4666666666666667,Average
"Edna,81,91,89,Evelina Willaert,2.0,9,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",87.0,Low,Oversleep,Low,0.81,0.8915662650602411,0.8777777777777778,Excellent"
Cameron,48,56,58,Ranae Topp,3.0,7,0.0,2,1,1,Parent Involvement Toolkit,54.0,Medium,Optimal,Low,0.48,0.4698795180722892,0.5333333333333333,Average
"Peggy,53,61,68,Carolann Veasley,2.0,6,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",60.66666666666666,Low,Insufficient,Low,0.53,0.5301204819277109,0.6444444444444444,Average"
Caleb,81,97,96,Jeannette Gravelle,1.0,9,0.0,1,0,1,Back to Top ,91.33333333333331,Low,Oversleep,Low,0.81,0.9638554216867472,0.9555555555555556,Excellent
"Eleanor,77,79,80,Lenita Slevin,1.0,7,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",78.66666666666667,Low,Optimal,Low,0.77,0.746987951807229,0.7777777777777778,Excellent"
Isaac,63,73,78,Valentina Quinby,4.0,8,0.0,2,0,1,Learn More: Go to About the NHES,71.33333333333333,Medium,Optimal,Low,0.63,0.674698795180723,0.7555555555555555,Average
Todd,73,75,80,Latoyia Bushway,2.0,9,0.0,1,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,76.0,Low,Oversleep,Low,0.73,0.6987951807228916,0.7777777777777778,Excellent
"Earl,65,76,76,Flora Plascencia,2.0,8,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",72.33333333333333,Low,Optimal,Low,0.65,0.710843373493976,0.7333333333333333,Average"
Francis,55,73,73,Azucena Herder,2.0,9,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,67.0,Low,Oversleep,Low,0.55,0.674698795180723,0.7,Average
"Jimmy,44,63,62,Kathi Lilienthal,4.0,5,0.0,2,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",56.333333333333336,Medium,Insufficient,Low,0.44,0.5542168674698795,0.5777777777777777,Average"
Mason,54,64,65,Andrea Saine,3.0,7,0.0,1,0,1,NCES Annual Reports,61.0,Medium,Optimal,Low,0.54,0.5662650602409639,0.611111111111111,Average
Danny,48,66,65,Shawna Riviera,1.0,8,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,59.66666666666666,Low,Optimal,Low,0.48,0.5903614457831325,0.611111111111111,Average
Audrey,58,57,54,Nolan Harwell,3.0,9,0.0,2,0,0,Longitudinal Studies,56.333333333333336,Medium,Oversleep,Low,0.58,0.4819277108433735,0.4888888888888889,Average
"Rita,71,62,50,Jennell Leverich,1.0,7,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",61.0,Low,Optimal,Low,0.71,0.5421686746987953,0.4444444444444445,Average"
Luke,68,68,64,Birgit Puente,4.0,8,0.0,1,0,1,State Education Practices (School Choice),66.66666666666667,Medium,Optimal,Low,0.68,0.6144578313253013,0.6,Average
"Dale,74,76,73,Gerry Medal,2.0,7,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",74.33333333333333,Low,Optimal,Low,0.74,0.710843373493976,0.7,Average"
Alex,92,100,99,Palma Sample,4.0,5,0.0,1,1,1,Parent Involvement Toolkit,97.0,Medium,Insufficient,Low,0.92,1.0,0.9888888888888888,Excellent
"Paula,56,79,72,Annalisa Rotolo,4.0,6,0.0,1,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",69.0,Medium,Insufficient,Low,0.56,0.746987951807229,0.6888888888888889,Average"
Clara,30,24,15,Eilene Jolly,2.0,7,0.0,2,0,0,Back to Top ,23.0,Low,Optimal,Low,0.3,0.0843373493975903,0.0555555555555555,Poor
"Wanda,53,54,48,Kathey Keep,1.0,8,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",51.66666666666666,Low,Optimal,Low,0.53,0.4457831325301205,0.4222222222222222,Average"
Joel,69,77,73,Fanny Dutra,2.0,5,0.0,1,0,1,Learn More: Go to About the NHES,73.0,Low,Insufficient,Low,0.6900000000000001,0.7228915662650603,0.7,Average
Evan,65,82,81,Leanne Proto,1.0,6,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,76.0,Low,Insufficient,Low,0.65,0.783132530120482,0.7888888888888889,Excellent
"Norma,54,60,63,Traci Heier,2.0,9,0.0,1,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",59.0,Low,Oversleep,Low,0.54,0.5180722891566265,0.5888888888888889,Average"
Luis,29,29,30,Jennette Everett,2.0,8,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,29.33333333333333,Low,Optimal,Low,0.29,0.144578313253012,0.2222222222222222,Poor
"Courtney,76,78,80,Levi Sharpton,3.0,7,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",78.0,Medium,Optimal,Low,0.76,0.7349397590361446,0.7777777777777778,Excellent"
Ethel,60,57,51,Jackson Sills,2.0,6,0.0,2,0,0,NCES Annual Reports,56.0,Low,Insufficient,Low,0.6,0.4819277108433735,0.4555555555555555,Average
Nathaniel,84,89,90,Fabiola Virden,2.0,9,0.0,2,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,87.66666666666667,Low,Oversleep,Low,0.84,0.8674698795180723,0.8888888888888888,Excellent
Wendy,75,72,62,Wan Zajac,1.0,8,0.0,1,0,0,Longitudinal Studies,69.66666666666667,Low,Optimal,Low,0.75,0.6626506024096386,0.5777777777777777,Average
"Ellen,85,84,82,Franklin Kruger,2.0,7,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",83.66666666666667,Low,Optimal,Low,0.85,0.8072289156626508,0.7999999999999999,Excellent"
Marjorie,61,64,62,Yolonda Jorgenson,3.0,7,0.0,1,0,0,State Education Practices (School Choice),62.333333333333336,Medium,Optimal,Low,0.61,0.5662650602409639,0.5777777777777777,Average
"Vanessa,58,63,65,Kraig Grove,2.0,8,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",62.0,Low,Optimal,Low,0.58,0.5542168674698795,0.611111111111111,Average"
Allen,69,60,63,Joanna Westman,3.0,9,0.0,2,1,1,Parent Involvement Toolkit,64.0,Medium,Oversleep,Low,0.6900000000000001,0.5180722891566265,0.5888888888888889,Average
"Valerie,58,59,66,Luetta Wyse,3.0,8,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",61.0,Medium,Optimal,Low,0.58,0.5060240963855422,0.6222222222222222,Average"
Carrie,94,90,91,Nana Neilsen,4.0,7,0.0,1,1,0,Back to Top ,91.66666666666669,Medium,Optimal,Low,0.94,0.8795180722891568,0.8999999999999999,Excellent
"Ava,65,77,74,Elidia Gillett,2.0,6,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",72.0,Low,Insufficient,Low,0.65,0.7228915662650603,0.7111111111111111,Average"
Eva,82,93,93,Lien Brigmond,2.0,7,0.0,1,0,0,Learn More: Go to About the NHES,89.33333333333333,Low,Optimal,Low,0.8200000000000001,0.9156626506024098,0.9222222222222224,Excellent
Frederick,60,68,72,Meaghan Majeed,2.0,8,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,66.66666666666667,Low,Optimal,Low,0.6,0.6144578313253013,0.6888888888888889,Average
"Curtis,37,45,38,Dominica Lanterman,4.0,9,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",40.0,Medium,Oversleep,Low,0.37,0.3373493975903615,0.3111111111111111,Poor"
Edith,88,78,83,Cami Ryals,4.0,7,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,83.0,Medium,Optimal,Low,0.88,0.7349397590361446,0.8111111111111111,Excellent
"Connie,95,81,84,Caroline Fleischer,2.0,5,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",86.66666666666667,Low,Insufficient,Low,0.95,0.7710843373493976,0.8222222222222222,Excellent"
Lucas,65,73,68,Joyce Pleasant,2.0,6,0.0,2,1,1,NCES Annual Reports,68.66666666666667,Low,Insufficient,Low,0.65,0.674698795180723,0.6444444444444444,Average
Gladys,35,61,54,Kyung Hearne,2.0,8,0.0,2,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,50.0,Low,Optimal,Low,0.35,0.5301204819277109,0.4888888888888889,Poor
Cindy,62,63,56,Ranee Boomhower,4.0,9,0.0,2,0,0,Longitudinal Studies,60.333333333333336,Medium,Oversleep,Low,0.62,0.5542168674698795,0.5111111111111111,Average
"Elaine,100,96,86,Benton Duty,3.0,8,0.0,1,1,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",94.0,Medium,Optimal,Low,1.0,0.9518072289156628,0.8444444444444444,Excellent"
